date,state,county,categoryName,visitIndex,visitIndexOver65,visitIndexUnder65,rank
2020-03-01,California,Napa County,Food,102,101.0,102,1
2020-03-01,California,Napa County,Professional & Other Places,97,77.0,98,2
2020-03-01,California,Napa County,Hotel,108,,108,3
2020-03-01,California,Napa County,Shops & Services,113,,113,4
2020-03-01,California,Napa County,Outdoors & Recreation,98,112.0,98,5
2020-03-01,California,Napa County,Grocery,98,112.0,98,6
2020-03-01,California,Napa County,Nightlife Spots,121,,121,7
2020-03-01,California,Napa County,Big Box Stores,105,,104,8
2020-03-01,California,Napa County,School,227,,228,9
2020-03-01,California,Santa Clara County,Food,100,95.0,100,1
2020-03-01,California,Santa Clara County,Shops & Services,101,104.0,101,2
2020-03-01,California,Santa Clara County,Grocery,100,107.0,100,3
2020-03-01,California,Santa Clara County,Outdoors & Recreation,102,104.0,102,4
2020-03-01,California,Santa Clara County,Arts & Entertainment,107,118.0,107,5
2020-03-01,California,Santa Clara County,Gas Stations,105,110.0,105,6
2020-03-01,California,Santa Clara County,Professional & Other Places,101,90.0,102,7
2020-03-01,California,Santa Clara County,Nightlife Spots,106,107.0,106,8
2020-03-01,California,Santa Clara County,Residences,100,84.0,100,9
2020-03-01,California,Santa Clara County,Big Box Stores,107,109.0,107,10
2020-03-01,California,Santa Clara County,School,100,102.0,100,11
2020-03-01,California,Santa Clara County,Fitness Center,100,84.0,101,12
2020-03-01,California,Santa Clara County,Colleges & Universities,114,179.0,113,13
2020-03-01,California,Santa Clara County,Fast Food Restaurants,100,101.0,100,14
2020-03-01,California,Santa Clara County,Airport,108,94.0,108,15
2020-03-01,California,Santa Clara County,Hotel,111,110.0,111,16
2020-03-01,California,Santa Clara County,Office,108,89.0,108,17
2020-03-01,California,Santa Clara County,Medical,92,104.0,92,18
2020-03-01,California,Santa Clara County,Drug Store,109,137.0,108,19
2020-03-01,California,Santa Clara County,Hardware Stores,120,105.0,121,20
2020-03-01,California,Santa Clara County,Convenience Store,102,,102,21
2020-03-01,California,Santa Clara County,Sports,104,127.0,103,22
2020-03-01,California,Santa Clara County,Travel & Transport,114,,114,23
2020-03-01,California,Santa Clara County,Banks,131,,130,24
2020-03-01,California,Santa Clara County,Alcohol,99,,100,25
2020-03-01,California,Santa Clara County,Discount Stores,98,,98,26
2020-03-01,California,Santa Clara County,Government,108,,110,27
2020-03-01,California,Sonoma County,Food,92,83.0,93,1
2020-03-01,California,Sonoma County,Shops & Services,97,92.0,97,2
2020-03-01,California,Sonoma County,Outdoors & Recreation,88,96.0,87,3
2020-03-01,California,Sonoma County,Grocery,91,91.0,91,4
2020-03-01,California,Sonoma County,Nightlife Spots,86,101.0,85,5
2020-03-01,California,Sonoma County,Professional & Other Places,79,78.0,79,6
2020-03-01,California,Sonoma County,Arts & Entertainment,84,71.0,85,7
2020-03-01,California,Sonoma County,Gas Stations,104,116.0,104,8
2020-03-01,California,Sonoma County,Hotel,87,,88,9
2020-03-01,California,Sonoma County,Fast Food Restaurants,96,,96,10
2020-03-01,California,Sonoma County,Big Box Stores,93,,93,11
2020-03-01,California,Sonoma County,Hardware Stores,118,123.0,118,12
2020-03-01,California,Sonoma County,Convenience Store,94,,95,13
2020-03-01,California,Sonoma County,School,82,,79,14
2020-03-01,California,Alameda County,Food,101,93.0,101,1
2020-03-01,California,Alameda County,Shops & Services,103,97.0,103,2
2020-03-01,California,Alameda County,Grocery,103,101.0,103,3
2020-03-01,California,Alameda County,Outdoors & Recreation,99,93.0,100,4
2020-03-01,California,Alameda County,Nightlife Spots,95,102.0,95,5
2020-03-01,California,Alameda County,Arts & Entertainment,94,99.0,94,6
2020-03-01,California,Alameda County,Gas Stations,100,107.0,100,7
2020-03-01,California,Alameda County,Big Box Stores,116,106.0,117,8
2020-03-01,California,Alameda County,Professional & Other Places,99,113.0,99,9
2020-03-01,California,Alameda County,Fast Food Restaurants,101,97.0,101,10
2020-03-01,California,Alameda County,Airport,118,91.0,119,11
2020-03-01,California,Alameda County,School,106,87.0,107,12
2020-03-01,California,Alameda County,Colleges & Universities,110,147.0,109,13
2020-03-01,California,Alameda County,Fitness Center,90,108.0,89,14
2020-03-01,California,Alameda County,Residences,97,93.0,97,15
2020-03-01,California,Alameda County,Drug Store,110,96.0,111,16
2020-03-01,California,Alameda County,Medical,100,,101,17
2020-03-01,California,Alameda County,Hotel,102,,102,18
2020-03-01,California,Alameda County,Convenience Store,87,,87,19
2020-03-01,California,Alameda County,Hardware Stores,123,,124,20
2020-03-01,California,Alameda County,Sports,94,,94,21
2020-03-01,California,Alameda County,Travel & Transport,97,,97,22
2020-03-01,California,Alameda County,Metro Stations,83,,83,23
2020-03-01,California,Alameda County,Alcohol,88,,89,24
2020-03-01,California,Alameda County,Office,79,,79,25
2020-03-01,California,Alameda County,Banks,101,,102,26
2020-03-01,California,Alameda County,Discount Stores,88,,88,27
2020-03-01,California,Alameda County,Government,113,,113,28
2020-03-01,California,Alameda County,Bus,112,,112,29
2020-03-01,California,San Mateo County,Airport,95,79.0,95,1
2020-03-01,California,San Mateo County,Shops & Services,96,89.0,96,2
2020-03-01,California,San Mateo County,Food,93,89.0,94,3
2020-03-01,California,San Mateo County,Outdoors & Recreation,96,106.0,95,4
2020-03-01,California,San Mateo County,Grocery,100,104.0,100,5
2020-03-01,California,San Mateo County,Professional & Other Places,92,84.0,92,6
2020-03-01,California,San Mateo County,Gas Stations,105,105.0,105,7
2020-03-01,California,San Mateo County,Travel & Transport,107,158.0,106,8
2020-03-01,California,San Mateo County,School,102,128.0,101,9
2020-03-01,California,San Mateo County,Hotel,85,,85,10
2020-03-01,California,San Mateo County,Nightlife Spots,95,,96,11
2020-03-01,California,San Mateo County,Fast Food Restaurants,95,,95,12
2020-03-01,California,San Mateo County,Fitness Center,88,,88,13
2020-03-01,California,San Mateo County,Arts & Entertainment,99,,100,14
2020-03-01,California,San Mateo County,Big Box Stores,108,,108,15
2020-03-01,California,San Mateo County,Residences,95,,94,16
2020-03-01,California,San Mateo County,Drug Store,116,,116,17
2020-03-01,California,San Mateo County,Office,76,,75,18
2020-03-01,California,San Mateo County,Medical,86,,85,19
2020-03-01,California,San Mateo County,Hardware Stores,109,,110,20
2020-03-01,California,San Mateo County,Sports,115,,115,21
2020-03-01,California,San Mateo County,Beach,82,,81,22
2020-03-01,California,San Mateo County,Convenience Store,89,,88,23
2020-03-01,California,San Mateo County,Metro Stations,80,,80,24
2020-03-01,California,Marin County,Food,87,92.0,87,1
2020-03-01,California,Marin County,Outdoors & Recreation,82,94.0,82,2
2020-03-01,California,Marin County,Shops & Services,114,112.0,114,3
2020-03-01,California,Marin County,Grocery,89,87.0,89,4
2020-03-01,California,Marin County,School,144,,145,5
2020-03-01,California,Marin County,Gas Stations,90,,91,6
2020-03-01,California,Marin County,Nightlife Spots,90,,88,7
2020-03-01,California,Solano County,Food,98,108.0,98,1
2020-03-01,California,Solano County,Shops & Services,95,100.0,94,2
2020-03-01,California,Solano County,Grocery,89,79.0,89,3
2020-03-01,California,Solano County,Outdoors & Recreation,91,82.0,92,4
2020-03-01,California,Solano County,Fast Food Restaurants,107,132.0,107,5
2020-03-01,California,Solano County,Gas Stations,95,,95,6
2020-03-01,California,Solano County,Arts & Entertainment,90,,90,7
2020-03-01,California,Solano County,Big Box Stores,104,,104,8
2020-03-01,California,Solano County,Professional & Other Places,82,,83,9
2020-03-01,California,Solano County,Nightlife Spots,89,,90,10
2020-03-01,California,Solano County,School,91,,91,11
2020-03-01,California,Solano County,Medical,100,,100,12
2020-03-01,California,Solano County,Convenience Store,96,,97,13
2020-03-01,California,Solano County,Hardware Stores,99,,100,14
2020-03-01,California,Solano County,Hotel,101,,101,15
2020-03-01,California,Solano County,Fitness Center,89,,89,16
2020-03-01,California,Contra Costa County,Food,102,91.0,102,1
2020-03-01,California,Contra Costa County,Shops & Services,105,106.0,105,2
2020-03-01,California,Contra Costa County,Grocery,97,99.0,97,3
2020-03-01,California,Contra Costa County,Outdoors & Recreation,99,90.0,99,4
2020-03-01,California,Contra Costa County,Gas Stations,102,77.0,103,5
2020-03-01,California,Contra Costa County,School,95,101.0,95,6
2020-03-01,California,Contra Costa County,Arts & Entertainment,110,108.0,111,7
2020-03-01,California,Contra Costa County,Big Box Stores,101,96.0,101,8
2020-03-01,California,Contra Costa County,Fast Food Restaurants,94,,94,9
2020-03-01,California,Contra Costa County,Professional & Other Places,95,94.0,95,10
2020-03-01,California,Contra Costa County,Fitness Center,95,90.0,95,11
2020-03-01,California,Contra Costa County,Nightlife Spots,91,99.0,90,12
2020-03-01,California,Contra Costa County,Hardware Stores,109,107.0,109,13
2020-03-01,California,Contra Costa County,Medical,102,83.0,103,14
2020-03-01,California,Contra Costa County,Residences,92,,93,15
2020-03-01,California,Contra Costa County,Drug Store,96,104.0,96,16
2020-03-01,California,Contra Costa County,Sports,101,92.0,102,17
2020-03-01,California,Contra Costa County,Convenience Store,95,,95,18
2020-03-01,California,Contra Costa County,Travel & Transport,87,,87,19
2020-03-01,California,Contra Costa County,Hotel,91,,92,20
2020-03-01,California,Contra Costa County,Banks,107,,107,21
2020-03-01,California,Contra Costa County,Discount Stores,109,,110,22
2020-03-01,California,San Francisco County,Food,89,87.0,89,1
2020-03-01,California,San Francisco County,Shops & Services,88,92.0,88,2
2020-03-01,California,San Francisco County,Outdoors & Recreation,81,96.0,81,3
2020-03-01,California,San Francisco County,Nightlife Spots,84,74.0,84,4
2020-03-01,California,San Francisco County,Arts & Entertainment,75,72.0,75,5
2020-03-01,California,San Francisco County,Grocery,95,105.0,94,6
2020-03-01,California,San Francisco County,Hotel,75,82.0,75,7
2020-03-01,California,San Francisco County,Fitness Center,95,108.0,95,8
2020-03-01,California,San Francisco County,Travel & Transport,75,,76,9
2020-03-01,California,San Francisco County,Professional & Other Places,78,90.0,78,10
2020-03-01,California,San Francisco County,Residences,90,,90,11
2020-03-01,California,San Francisco County,Office,87,,87,12
2020-03-01,California,San Francisco County,Medical,107,,107,13
2020-03-01,California,San Francisco County,Bus,101,97.0,101,14
2020-03-01,California,San Francisco County,Drug Store,115,,114,15
2020-03-01,California,San Francisco County,Colleges & Universities,92,,92,16
2020-03-01,California,San Francisco County,School,100,,100,17
2020-03-01,California,San Francisco County,Government,91,,91,18
2020-03-01,California,San Francisco County,Metro Stations,78,,78,19
2020-03-01,California,San Francisco County,Gas Stations,84,,82,20
2020-03-01,California,San Francisco County,Convenience Store,85,,86,21
2020-03-01,California,San Francisco County,Light Rail Stations,89,,88,22
2020-03-01,California,San Francisco County,Sports,99,,98,23
2020-03-01,California,San Francisco County,Fast Food Restaurants,94,,93,24
2020-03-01,California,San Francisco County,Alcohol,97,,98,25
2020-03-01,California,San Francisco County,Beach,64,,64,26
2020-03-01,California,San Francisco County,Big Box Stores,96,,95,27
2020-03-01,California,San Francisco County,Banks,97,,97,28
2020-03-02,California,Santa Clara County,Food,98,100.0,98,1
2020-03-02,California,Santa Clara County,Shops & Services,100,100.0,100,2
2020-03-02,California,Santa Clara County,Office,111,121.0,111,3
2020-03-02,California,Santa Clara County,Grocery,114,118.0,113,4
2020-03-02,California,Santa Clara County,Outdoors & Recreation,102,92.0,103,5
2020-03-02,California,Santa Clara County,School,120,124.0,119,6
2020-03-02,California,Santa Clara County,Medical,110,124.0,109,7
2020-03-02,California,Santa Clara County,Colleges & Universities,110,121.0,110,8
2020-03-02,California,Santa Clara County,Professional & Other Places,108,105.0,108,9
2020-03-02,California,Santa Clara County,Gas Stations,112,122.0,111,10
2020-03-02,California,Santa Clara County,Fitness Center,104,115.0,104,11
2020-03-02,California,Santa Clara County,Airport,94,72.0,95,12
2020-03-02,California,Santa Clara County,Residences,104,111.0,103,13
2020-03-02,California,Santa Clara County,Fast Food Restaurants,108,141.0,107,14
2020-03-02,California,Santa Clara County,Big Box Stores,109,107.0,109,15
2020-03-02,California,Santa Clara County,Arts & Entertainment,93,99.0,93,16
2020-03-02,California,Santa Clara County,Nightlife Spots,97,91.0,97,17
2020-03-02,California,Santa Clara County,Hotel,88,114.0,88,18
2020-03-02,California,Santa Clara County,Travel & Transport,104,101.0,105,19
2020-03-02,California,Santa Clara County,Drug Store,114,114.0,113,20
2020-03-02,California,Santa Clara County,Government,134,140.0,134,21
2020-03-02,California,Santa Clara County,Hardware Stores,112,96.0,113,22
2020-03-02,California,Santa Clara County,Convenience Store,95,137.0,94,23
2020-03-02,California,Santa Clara County,Banks,126,133.0,126,24
2020-03-02,California,Santa Clara County,Sports,111,103.0,112,25
2020-03-02,California,Santa Clara County,Alcohol,116,,116,26
2020-03-02,California,Santa Clara County,Discount Stores,124,,123,27
2020-03-02,California,Santa Clara County,Light Rail Stations,108,,108,28
2020-03-02,California,Santa Clara County,Bus,118,,117,29
2020-03-02,California,Sonoma County,Food,95,88.0,96,1
2020-03-02,California,Sonoma County,Shops & Services,96,106.0,96,2
2020-03-02,California,Sonoma County,Outdoors & Recreation,91,92.0,90,3
2020-03-02,California,Sonoma County,Grocery,101,105.0,101,4
2020-03-02,California,Sonoma County,Professional & Other Places,89,93.0,88,5
2020-03-02,California,Sonoma County,Medical,104,83.0,107,6
2020-03-02,California,Sonoma County,Nightlife Spots,95,111.0,94,7
2020-03-02,California,Sonoma County,Gas Stations,101,83.0,102,8
2020-03-02,California,Sonoma County,Arts & Entertainment,98,94.0,98,9
2020-03-02,California,Sonoma County,School,111,,113,10
2020-03-02,California,Sonoma County,Fast Food Restaurants,110,135.0,109,11
2020-03-02,California,Sonoma County,Hotel,83,,83,12
2020-03-02,California,Sonoma County,Colleges & Universities,119,,121,13
2020-03-02,California,Sonoma County,Big Box Stores,112,,110,14
2020-03-02,California,Sonoma County,Fitness Center,106,,106,15
2020-03-02,California,Sonoma County,Hardware Stores,89,97.0,88,16
2020-03-02,California,Sonoma County,Convenience Store,105,,104,17
2020-03-02,California,Alameda County,Food,99,94.0,99,1
2020-03-02,California,Alameda County,Shops & Services,101,104.0,100,2
2020-03-02,California,Alameda County,Outdoors & Recreation,98,104.0,98,3
2020-03-02,California,Alameda County,Grocery,112,99.0,112,4
2020-03-02,California,Alameda County,Medical,106,105.0,107,5
2020-03-02,California,Alameda County,School,111,113.0,111,6
2020-03-02,California,Alameda County,Gas Stations,109,92.0,110,7
2020-03-02,California,Alameda County,Professional & Other Places,111,123.0,111,8
2020-03-02,California,Alameda County,Colleges & Universities,109,124.0,109,9
2020-03-02,California,Alameda County,Office,110,115.0,110,10
2020-03-02,California,Alameda County,Airport,84,74.0,84,11
2020-03-02,California,Alameda County,Fast Food Restaurants,103,68.0,105,12
2020-03-02,California,Alameda County,Fitness Center,103,109.0,103,13
2020-03-02,California,Alameda County,Arts & Entertainment,101,106.0,100,14
2020-03-02,California,Alameda County,Nightlife Spots,98,90.0,98,15
2020-03-02,California,Alameda County,Big Box Stores,107,117.0,107,16
2020-03-02,California,Alameda County,Travel & Transport,94,,94,17
2020-03-02,California,Alameda County,Metro Stations,104,,103,18
2020-03-02,California,Alameda County,Residences,106,91.0,106,19
2020-03-02,California,Alameda County,Drug Store,109,94.0,110,20
2020-03-02,California,Alameda County,Convenience Store,102,,102,21
2020-03-02,California,Alameda County,Government,130,127.0,130,22
2020-03-02,California,Alameda County,Hotel,102,130.0,101,23
2020-03-02,California,Alameda County,Banks,131,123.0,131,24
2020-03-02,California,Alameda County,Hardware Stores,85,80.0,85,25
2020-03-02,California,Alameda County,Sports,106,120.0,105,26
2020-03-02,California,Alameda County,Alcohol,117,,117,27
2020-03-02,California,Alameda County,Bus,110,,109,28
2020-03-02,California,Alameda County,Discount Stores,111,,110,29
2020-03-02,California,Contra Costa County,Food,103,106.0,103,1
2020-03-02,California,Contra Costa County,Shops & Services,107,115.0,106,2
2020-03-02,California,Contra Costa County,Grocery,111,117.0,111,3
2020-03-02,California,Contra Costa County,Outdoors & Recreation,93,86.0,93,4
2020-03-02,California,Contra Costa County,School,115,96.0,115,5
2020-03-02,California,Contra Costa County,Medical,114,121.0,114,6
2020-03-02,California,Contra Costa County,Gas Stations,107,130.0,106,7
2020-03-02,California,Contra Costa County,Professional & Other Places,115,102.0,116,8
2020-03-02,California,Contra Costa County,Fast Food Restaurants,105,94.0,106,9
2020-03-02,California,Contra Costa County,Fitness Center,114,131.0,113,10
2020-03-02,California,Contra Costa County,Big Box Stores,114,122.0,113,11
2020-03-02,California,Contra Costa County,Residences,107,107.0,107,12
2020-03-02,California,Contra Costa County,Arts & Entertainment,106,113.0,106,13
2020-03-02,California,Contra Costa County,Office,110,,110,14
2020-03-02,California,Contra Costa County,Travel & Transport,102,,101,15
2020-03-02,California,Contra Costa County,Nightlife Spots,103,94.0,104,16
2020-03-02,California,Contra Costa County,Convenience Store,99,,99,17
2020-03-02,California,Contra Costa County,Drug Store,101,103.0,100,18
2020-03-02,California,Contra Costa County,Colleges & Universities,111,,111,19
2020-03-02,California,Contra Costa County,Hardware Stores,87,112.0,85,20
2020-03-02,California,Contra Costa County,Banks,122,109.0,123,21
2020-03-02,California,Contra Costa County,Sports,89,110.0,87,22
2020-03-02,California,Contra Costa County,Government,118,,119,23
2020-03-02,California,Contra Costa County,Hotel,115,,116,24
2020-03-02,California,Contra Costa County,Metro Stations,102,,102,25
2020-03-02,California,Solano County,Food,103,98.0,103,1
2020-03-02,California,Solano County,Shops & Services,105,99.0,105,2
2020-03-02,California,Solano County,Grocery,110,106.0,110,3
2020-03-02,California,Solano County,Outdoors & Recreation,98,84.0,99,4
2020-03-02,California,Solano County,Fast Food Restaurants,113,111.0,113,5
2020-03-02,California,Solano County,Gas Stations,98,97.0,98,6
2020-03-02,California,Solano County,School,125,130.0,125,7
2020-03-02,California,Solano County,Medical,97,109.0,97,8
2020-03-02,California,Solano County,Professional & Other Places,105,108.0,105,9
2020-03-02,California,Solano County,Big Box Stores,117,,117,10
2020-03-02,California,Solano County,Nightlife Spots,109,,109,11
2020-03-02,California,Solano County,Government,122,,123,12
2020-03-02,California,Solano County,Arts & Entertainment,85,,85,13
2020-03-02,California,Solano County,Convenience Store,92,,92,14
2020-03-02,California,Solano County,Hardware Stores,113,,117,15
2020-03-02,California,Solano County,Fitness Center,99,,99,16
2020-03-02,California,Solano County,Office,128,,128,17
2020-03-02,California,Solano County,Colleges & Universities,132,,133,18
2020-03-02,California,Solano County,Drug Store,111,,112,19
2020-03-02,California,Napa County,Food,99,103.0,99,1
2020-03-02,California,Napa County,Professional & Other Places,90,75.0,91,2
2020-03-02,California,Napa County,Shops & Services,101,99.0,101,3
2020-03-02,California,Napa County,Outdoors & Recreation,97,110.0,96,4
2020-03-02,California,Napa County,Hotel,109,152.0,107,5
2020-03-02,California,Napa County,Grocery,104,,105,6
2020-03-02,California,Napa County,Big Box Stores,120,,122,7
2020-03-02,California,Napa County,Nightlife Spots,135,,136,8
2020-03-02,California,San Francisco County,Food,94,100.0,94,1
2020-03-02,California,San Francisco County,Shops & Services,93,96.0,93,2
2020-03-02,California,San Francisco County,Outdoors & Recreation,94,108.0,94,3
2020-03-02,California,San Francisco County,Office,106,100.0,106,4
2020-03-02,California,San Francisco County,Arts & Entertainment,98,129.0,98,5
2020-03-02,California,San Francisco County,Grocery,112,118.0,111,6
2020-03-02,California,San Francisco County,Nightlife Spots,83,83.0,83,7
2020-03-02,California,San Francisco County,Hotel,83,84.0,83,8
2020-03-02,California,San Francisco County,Fitness Center,102,100.0,102,9
2020-03-02,California,San Francisco County,Medical,116,96.0,117,10
2020-03-02,California,San Francisco County,Professional & Other Places,82,98.0,82,11
2020-03-02,California,San Francisco County,Colleges & Universities,106,95.0,106,12
2020-03-02,California,San Francisco County,Travel & Transport,85,92.0,85,13
2020-03-02,California,San Francisco County,Residences,90,113.0,89,14
2020-03-02,California,San Francisco County,Bus,112,74.0,113,15
2020-03-02,California,San Francisco County,Government,108,,108,16
2020-03-02,California,San Francisco County,School,107,125.0,107,17
2020-03-02,California,San Francisco County,Metro Stations,86,,86,18
2020-03-02,California,San Francisco County,Drug Store,108,,109,19
2020-03-02,California,San Francisco County,Light Rail Stations,123,,124,20
2020-03-02,California,San Francisco County,Gas Stations,103,,104,21
2020-03-02,California,San Francisco County,Convenience Store,86,,86,22
2020-03-02,California,San Francisco County,Banks,118,,118,23
2020-03-02,California,San Francisco County,Fast Food Restaurants,114,,113,24
2020-03-02,California,San Francisco County,Sports,115,,116,25
2020-03-02,California,San Francisco County,Beach,80,,79,26
2020-03-02,California,San Francisco County,Big Box Stores,96,,96,27
2020-03-02,California,San Mateo County,Airport,92,94.0,92,1
2020-03-02,California,San Mateo County,Shops & Services,102,96.0,102,2
2020-03-02,California,San Mateo County,Food,94,93.0,94,3
2020-03-02,California,San Mateo County,Office,110,117.0,110,4
2020-03-02,California,San Mateo County,Outdoors & Recreation,90,87.0,90,5
2020-03-02,California,San Mateo County,Grocery,118,103.0,119,6
2020-03-02,California,San Mateo County,Professional & Other Places,110,115.0,109,7
2020-03-02,California,San Mateo County,School,115,122.0,115,8
2020-03-02,California,San Mateo County,Medical,115,102.0,115,9
2020-03-02,California,San Mateo County,Travel & Transport,103,118.0,103,10
2020-03-02,California,San Mateo County,Gas Stations,108,114.0,108,11
2020-03-02,California,San Mateo County,Fitness Center,103,122.0,103,12
2020-03-02,California,San Mateo County,Hotel,92,82.0,92,13
2020-03-02,California,San Mateo County,Fast Food Restaurants,113,,113,14
2020-03-02,California,San Mateo County,Residences,106,,106,15
2020-03-02,California,San Mateo County,Nightlife Spots,87,,87,16
2020-03-02,California,San Mateo County,Drug Store,122,144.0,121,17
2020-03-02,California,San Mateo County,Colleges & Universities,111,,112,18
2020-03-02,California,San Mateo County,Government,119,,119,19
2020-03-02,California,San Mateo County,Big Box Stores,105,,106,20
2020-03-02,California,San Mateo County,Metro Stations,108,,107,21
2020-03-02,California,San Mateo County,Arts & Entertainment,93,,94,22
2020-03-02,California,San Mateo County,Hardware Stores,115,131.0,114,23
2020-03-02,California,San Mateo County,Convenience Store,116,,115,24
2020-03-02,California,San Mateo County,Banks,135,,133,25
2020-03-02,California,San Mateo County,Sports,104,,102,26
2020-03-02,California,San Mateo County,Bus,113,,113,27
2020-03-02,California,Marin County,Outdoors & Recreation,96,119.0,95,1
2020-03-02,California,Marin County,Shops & Services,104,115.0,104,2
2020-03-02,California,Marin County,Food,90,101.0,89,3
2020-03-02,California,Marin County,Grocery,114,101.0,115,4
2020-03-02,California,Marin County,School,113,,113,5
2020-03-02,California,Marin County,Medical,114,110.0,114,6
2020-03-02,California,Marin County,Gas Stations,94,,94,7
2020-03-02,California,Marin County,Fitness Center,124,164.0,120,8
2020-03-03,California,Alameda County,Food,103,96.0,103,1
2020-03-03,California,Alameda County,Shops & Services,105,93.0,105,2
2020-03-03,California,Alameda County,Outdoors & Recreation,108,94.0,109,3
2020-03-03,California,Alameda County,Grocery,109,100.0,110,4
2020-03-03,California,Alameda County,School,107,107.0,107,5
2020-03-03,California,Alameda County,Colleges & Universities,104,114.0,104,6
2020-03-03,California,Alameda County,Medical,102,99.0,102,7
2020-03-03,California,Alameda County,Professional & Other Places,101,91.0,101,8
2020-03-03,California,Alameda County,Office,98,100.0,98,9
2020-03-03,California,Alameda County,Gas Stations,102,113.0,102,10
2020-03-03,California,Alameda County,Fitness Center,101,115.0,101,11
2020-03-03,California,Alameda County,Fast Food Restaurants,103,93.0,103,12
2020-03-03,California,Alameda County,Airport,87,146.0,85,13
2020-03-03,California,Alameda County,Travel & Transport,99,115.0,98,14
2020-03-03,California,Alameda County,Nightlife Spots,94,86.0,94,15
2020-03-03,California,Alameda County,Arts & Entertainment,93,75.0,94,16
2020-03-03,California,Alameda County,Metro Stations,97,104.0,96,17
2020-03-03,California,Alameda County,Big Box Stores,106,97.0,107,18
2020-03-03,California,Alameda County,Drug Store,108,115.0,108,19
2020-03-03,California,Alameda County,Residences,103,97.0,103,20
2020-03-03,California,Alameda County,Convenience Store,106,110.0,106,21
2020-03-03,California,Alameda County,Government,109,119.0,109,22
2020-03-03,California,Alameda County,Hotel,99,,99,23
2020-03-03,California,Alameda County,Banks,128,102.0,129,24
2020-03-03,California,Alameda County,Hardware Stores,97,76.0,98,25
2020-03-03,California,Alameda County,Sports,111,98.0,111,26
2020-03-03,California,Alameda County,Alcohol,96,,96,27
2020-03-03,California,Alameda County,Bus,93,,94,28
2020-03-03,California,Alameda County,Discount Stores,102,,102,29
2020-03-03,California,San Francisco County,Food,94,90.0,94,1
2020-03-03,California,San Francisco County,Shops & Services,96,107.0,96,2
2020-03-03,California,San Francisco County,Outdoors & Recreation,99,93.0,99,3
2020-03-03,California,San Francisco County,Office,89,79.0,90,4
2020-03-03,California,San Francisco County,Fitness Center,105,117.0,104,5
2020-03-03,California,San Francisco County,Nightlife Spots,96,97.0,96,6
2020-03-03,California,San Francisco County,Hotel,85,76.0,86,7
2020-03-03,California,San Francisco County,Grocery,104,110.0,104,8
2020-03-03,California,San Francisco County,Arts & Entertainment,74,78.0,74,9
2020-03-03,California,San Francisco County,Medical,93,90.0,93,10
2020-03-03,California,San Francisco County,Professional & Other Places,66,83.0,66,11
2020-03-03,California,San Francisco County,Colleges & Universities,82,75.0,82,12
2020-03-03,California,San Francisco County,Travel & Transport,93,,93,13
2020-03-03,California,San Francisco County,Residences,99,91.0,99,14
2020-03-03,California,San Francisco County,Bus,101,122.0,100,15
2020-03-03,California,San Francisco County,School,110,129.0,110,16
2020-03-03,California,San Francisco County,Metro Stations,83,,84,17
2020-03-03,California,San Francisco County,Government,118,,119,18
2020-03-03,California,San Francisco County,Drug Store,107,131.0,106,19
2020-03-03,California,San Francisco County,Light Rail Stations,99,,99,20
2020-03-03,California,San Francisco County,Convenience Store,99,,99,21
2020-03-03,California,San Francisco County,Gas Stations,117,,119,22
2020-03-03,California,San Francisco County,Banks,113,,112,23
2020-03-03,California,San Francisco County,Fast Food Restaurants,100,,100,24
2020-03-03,California,San Francisco County,Sports,107,,108,25
2020-03-03,California,San Francisco County,Big Box Stores,99,,98,26
2020-03-03,California,San Francisco County,Alcohol,104,,106,27
2020-03-03,California,San Francisco County,Beach,95,,95,28
2020-03-03,California,San Mateo County,Airport,85,65.0,85,1
2020-03-03,California,San Mateo County,Shops & Services,102,101.0,102,2
2020-03-03,California,San Mateo County,Food,97,90.0,97,3
2020-03-03,California,San Mateo County,Office,92,90.0,92,4
2020-03-03,California,San Mateo County,Outdoors & Recreation,98,106.0,97,5
2020-03-03,California,San Mateo County,Professional & Other Places,107,106.0,107,6
2020-03-03,California,San Mateo County,Grocery,108,115.0,107,7
2020-03-03,California,San Mateo County,School,101,114.0,101,8
2020-03-03,California,San Mateo County,Medical,95,78.0,96,9
2020-03-03,California,San Mateo County,Gas Stations,111,105.0,111,10
2020-03-03,California,San Mateo County,Fitness Center,103,91.0,104,11
2020-03-03,California,San Mateo County,Hotel,96,85.0,96,12
2020-03-03,California,San Mateo County,Travel & Transport,86,,87,13
2020-03-03,California,San Mateo County,Fast Food Restaurants,105,,106,14
2020-03-03,California,San Mateo County,Colleges & Universities,96,,96,15
2020-03-03,California,San Mateo County,Metro Stations,111,,111,16
2020-03-03,California,San Mateo County,Government,121,151.0,120,17
2020-03-03,California,San Mateo County,Residences,97,,97,18
2020-03-03,California,San Mateo County,Nightlife Spots,92,,93,19
2020-03-03,California,San Mateo County,Drug Store,117,121.0,117,20
2020-03-03,California,San Mateo County,Arts & Entertainment,83,,84,21
2020-03-03,California,San Mateo County,Big Box Stores,117,,116,22
2020-03-03,California,San Mateo County,Convenience Store,114,,114,23
2020-03-03,California,San Mateo County,Banks,121,,121,24
2020-03-03,California,San Mateo County,Hardware Stores,105,,106,25
2020-03-03,California,San Mateo County,Sports,91,,91,26
2020-03-03,California,San Mateo County,Bus,94,,94,27
2020-03-03,California,Solano County,Shops & Services,102,94.0,103,1
