1001,16
1003,16
1009,16
1013,16
1015,16
1017,16
1019,16
1021,16
1025,16
1027,16
1029,16
1031,16
1033,16
1035,16
1043,16
1045,16
1047,16
1049,16
1051,16
1053,16
1055,16
1057,16
1059,16
1063,16
1065,16
1069,16
1071,16
1073,16
1075,16
1077,16
1079,16
1081,16
1083,16
1085,16
1087,16
1089,16
1091,16
1093,16
1095,16
1097,16
1099,16
1101,16
1103,16
1105,16
1107,16
1109,16
1111,16
1113,24
1115,16
1117,16
1119,16
1121,16
1123,16
1125,16
1127,16
1129,16
1133,16
2020,22
2068,22
2090,22
2100,22
2110,22
2122,22
2130,22
2150,22
2170,22
2180,22
2185,22
2201,22
2220,22
2232,22
2240,22
2261,22
2280,22
2290,22
4003,8
4005,8
4009,8
4011,8
4012,2
4013,8
4015,2
4019,8
4021,8
4023,8
4025,8
4027,8
5001,11
5003,19
5005,11
5007,11
5009,11
5011,11
5013,11
5015,11
5017,11
5019,11
5021,25
5023,11
5025,11
5027,11
5029,11
5031,11
5033,11
5035,11
5037,11
5039,11
5041,11
5043,11
5045,11
5047,11
5049,11
5051,11
5053,11
5055,11
5057,11
5059,11
5061,11
5063,11
5065,11
5067,11
5069,11
5071,11
5073,11
5075,11
5077,11
5079,11
5081,11
5083,11
5085,11
5087,11
5089,11
5091,11
5093,11
5095,11
5097,11
5099,11
5101,11
5103,11
5105,11
5107,11
5109,11
5111,11
5113,11
5115,11
5117,11
5119,11
5121,11
5123,11
5125,11
5127,11
5129,11
5131,11
5133,11
5135,11
5137,11
5139,11
5141,11
5143,11
5145,11
5147,11
5149,11
6001,26
6003,26
6005,26
6007,26
6009,26
6011,26
6013,26
6015,26
6017,26
6019,13
6021,26
6023,26
6025,2
6027,13
6029,13
6031,13
6033,26
6035,26
6037,2
6039,13
6041,26
6043,26
6045,26
6047,26
6049,26
6053,26
6055,26
6057,26
6059,2
6061,26
6063,26
6065,2
6067,26
6069,26
6071,2
6073,2
6075,26
6077,26
6079,13
6081,26
6083,2
6085,26
6087,26
6089,26
6093,26
6095,26
6097,26
6099,26
6101,26
6103,26
6105,26
6107,13
6109,26
6111,2
6113,26
6115,26
8001,21
8005,21
8013,21
8014,21
8019,21
8029,21
8031,21
8035,21
8037,21
8039,21
8041,21
8043,21
8045,21
8047,21
8049,21
8051,21
8055,21
8059,21
8069,21
8071,21
8077,21
8085,21
8097,21
8101,21
8107,21
8117,21
8119,21
8123,21
9001,12
9003,12
9005,12
9007,12
9009,12
9011,12
9013,12
9015,12
10001,23
10003,23
10005,23
11001,1
12001,15
12003,15
12005,16
12007,15
12009,15
12011,15
12015,15
12017,15
12019,15
12021,15
12023,15
12027,15
12029,15
12031,15
12033,16
12035,15
12037,15
12039,15
12041,15
12043,15
12045,16
12047,15
12049,15
12051,15
12053,15
12055,15
12057,15
12059,16
12061,15
12063,15
12065,15
12067,15
12069,15
12071,15
12073,15
12075,15
12077,15
12079,15
12081,15
12083,15
12085,15
12086,15
12087,15
12089,15
12091,16
12093,15
12095,15
12097,15
12099,15
12101,15
12103,15
12105,15
12107,15
12109,15
12111,15
12113,16
12115,15
12117,15
12119,15
12121,15
12123,15
12125,15
12127,15
12129,15
12131,16
12133,16
13001,15
13003,24
13005,1
13009,24
13011,24
13013,24
13015,24
13021,24
13023,24
13025,15
13027,24
13029,24
13031,24
13033,24
13035,24
13039,15
13043,2
13045,24
13047,24
13049,15
13051,24
13053,24
13055,24
13057,24
13059,24
13063,24
13065,24
13067,24
13071,24
13073,24
13075,15
13077,24
13081,15
13083,24
13085,24
13089,24
13091,15
13093,24
13095,24
13097,24
13101,24
13103,24
13105,24
13109,24
13111,24
13113,24
13115,24
13117,24
13119,24
13121,24
13123,24
13127,24
13129,24
13131,15
13133,24
13135,24
13137,24
13139,24
13141,24
13143,24
13145,24
13147,24
13149,16
13151,24
13153,24
13157,24
13159,24
13163,16
13165,24
13167,1
13169,24
13171,24
13173,24
13175,24
13177,24
13179,24
13185,24
13187,24
13189,24
13193,24
13195,24
13205,24
13207,24
13209,24
13211,24
13213,24
13215,24
13217,24
13219,24
13221,24
13223,24
13225,24
13227,24
13229,15
13233,24
13235,24
13237,24
13241,24
13245,24
13247,24
13255,24
13257,24
13261,24
13263,24
13267,24
13269,24
13271,24
13273,20
13275,15
13277,24
13279,24
13281,24
13285,16
13287,14
13291,24
13293,24
13295,24
13297,24
13299,15
13303,24
13305,16
13309,24
13311,24
13313,24
13315,24
13319,24
13321,24
15001,18
15003,18
15007,18
15009,18
16001,28
16005,28
16007,28
16009,22
16011,28
16013,28
16017,22
16019,28
16021,22
16025,28
16027,28
16029,28
16031,28
16033,28
16037,28
16039,28
16041,28
16043,28
16047,28
16051,28
16053,28
16055,22
16057,22
16059,28
16063,28
16065,28
16067,28
16069,22
16071,28
16075,28
16077,28
16079,22
16081,28
16083,28
17001,6
17005,25
17007,6
17009,6
17011,6
17013,25
17015,6
17017,6
17019,6
17021,6
17023,30
17027,25
17029,6
17031,6
17035,6
17037,6
17039,6
17043,6
17049,6
17051,25
17053,6
17055,25
17061,25
17063,6
17073,6
17075,6
17077,6
17081,25
17083,25
17089,6
17091,6
17093,6
17097,6
17099,6
17103,6
17105,6
17107,6
17109,6
17111,6
17113,6
17115,6
17117,6
17119,25
17121,25
17123,6
17125,6
17129,6
17133,25
17135,6
17137,6
17139,6
17141,6
17143,6
17147,6
17149,6
17153,25
17155,6
17157,25
17161,6
17163,25
17167,6
17169,6
17171,6
17173,6
17175,6
17183,6
17187,6
17197,6
17199,25
17201,6
18003,30
18005,30
18007,30
18011,30
18013,30
18015,30
18019,5
18021,30
18023,30
18025,5
18027,30
18029,27
18031,30
18033,30
18035,30
18037,30
18039,30
18043,5
18045,30
18051,30
18053,30
18055,30
18057,30
18059,30
18061,5
18063,30
18065,30
18067,30
18069,30
18071,30
18073,6
18077,30
18079,30
18081,30
18083,30
18085,30
18087,30
18089,6
18091,6
18093,30
18095,30
18097,30
18099,30
18101,30
18105,30
18107,30
18109,30
18113,30
18115,27
18117,30
18119,30
18121,30
18123,30
18125,30
18127,6
18129,30
18133,30
18137,27
18141,30
18143,5
18145,30
18147,30
18149,30
18151,30
18153,30
18155,27
18157,30
18159,30
18163,30
18165,30
18167,30
18171,30
18173,30
18175,5
18177,30
18183,30
19013,9
19033,9
19039,9
19045,6
19049,9
19053,25
19061,6
19085,25
19095,9
19099,9
19101,8
19103,6
19113,9
19127,9
19129,25
19133,25
19139,6
19153,9
19155,25
19163,6
19169,9
19181,9
19187,9
19193,9
20005,25
20013,25
20015,25
20019,25
20021,25
20037,25
20043,25
20045,25
20059,25
20061,25
20079,25
20085,25
20087,25
20091,25
20099,25
20103,25
20125,25
20133,25
20139,25
20161,25
20173,25
20177,25
20191,25
20205,25
20209,25
21001,5
21003,5
21005,5
21007,5
21009,5
21011,5
21013,5
21015,27
21017,5
21019,27
21021,5
21023,27
21025,5
21027,5
21029,5
21031,5
21033,5
21035,5
21037,27
21039,5
21041,5
21043,27
21045,5
21047,5
21049,5
21051,5
21053,5
21055,30
21057,5
21059,5
21061,5
21063,27
21065,5
21067,5
21069,5
21071,5
21073,5
21075,5
21077,27
21079,5
21081,27
21083,5
21085,5
21087,5
21089,27
21091,5
21093,5
21095,5
21097,5
21099,5
21101,30
21103,5
21105,5
21107,5
21109,5
21111,5
21113,5
21115,5
21117,27
21119,5
21121,5
21123,5
21125,5
21127,27
21129,5
21131,5
21133,5
21135,27
21137,5
21139,5
21141,5
21143,5
21145,5
21147,5
21149,30
21151,5
21153,5
21155,5
21157,6
21159,5
21161,27
21163,5
21165,5
21167,5
21169,5
21171,5
