system:time_start,Alameda,Contra Costa,Marin,Napa,Santa Clara,San Francisco,San Mateo,Solano,Sonoma
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 5, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 6, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 7, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0.031
"Jan 8, 2020",0,0,0,0.974,0,0,0,0,1.964
"Jan 8, 2020",0,0,0,0,0,0,0,0,0.018
"Jan 8, 2020",0,0,0,0,0,0,0,0.044,0
"Jan 8, 2020",0,0.012,0,0,0,0,0,0.023,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,1.872,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,1.182,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 8, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0.181,0.13,0,0,0,0,0.114
"Jan 9, 2020",0,0,1.508,0,0,0.199,0,0,0
"Jan 9, 2020",0,0,0,0,0.53,0,0.382,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 9, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 10, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 11, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 12, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0.01,0,0
"Jan 13, 2020",0,0,0,0,0,0,0.018,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 13, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 14, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 15, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,0,0,0,0.257,0,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 16, 2020",0,0,3.72,0.876,0,0,0,0,11.196
"Jan 16, 2020",0,0,9.247,6.032,0,9.79,0.272,0.355,23.533
"Jan 16, 2020",0,1.212,22.476,12.066,0,23.879,3.425,2.384,21.303
"Jan 16, 2020",3.9,4.92,32.575,22.043,0,22.498,12.463,11.303,21.019
"Jan 16, 2020",7.953,12.08,13.127,13.888,10.449,0,22.88,15.137,9.983
"Jan 16, 2020",21.971,30.434,3.187,16.726,9.097,0,41.041,31.522,2.336
"Jan 16, 2020",23.048,35.401,0.768,3.554,16.991,0,8.713,20.691,0
"Jan 16, 2020",1.367,12.765,0,0,14.894,0,0,6.517,0
"Jan 16, 2020",0,0,2.157,0,0,0,3.388,0,0
"Jan 16, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0.019
"Jan 17, 2020",0,0,0,0.356,0,0,0,0,0.209
"Jan 17, 2020",0,0,0,0.032,0,0,0,0,0.015
"Jan 17, 2020",0,0,0,0.019,0,0,0,0,0.012
"Jan 17, 2020",0,0,0,0.011,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 17, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0.864,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,1.71,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 18, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,2.221,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 19, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0.614,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0.993,0,0,0
"Jan 20, 2020",0,0,2.138,0,0,1.81,0,0,0
"Jan 20, 2020",0,0,1.21,2.157,0,0,0,0,1.307
"Jan 20, 2020",0.826,0,0.961,1.467,0,0,0,0,1.951
"Jan 20, 2020",0,0,0,2.339,0,0,0,0,0
"Jan 20, 2020",0,0,0,0,0,0,0,0,0
